Year	Sector	SS	Hex	Name	UWP	Bases	Remarks	Zone	PBG	Allegiance	Stars	{Ix}	(Ex)	[Cx]	Nobility	W	RU
1447	Knae	O	2039	Dhodzueras	X337000-B	 	Di 		002	Wild	G1 V M2 V	{ -1 }	(C00+1)	[0000]	B	0	12
1508	Knae	O	2039	Dhodzueras	X337000-B	 	Di 		002	Wild	G1 V M2 V	{ -1 }	(C00+2)	[0000]	B	0	24
1900	Knae	O	2039	Dhodzueras	D33777A-5	 			202	NaVa	G1 V M2 V	{ -2 }	(A63+1)	[C544]	B	0	180

1105	Knae	O	2040	Gnodhou	C59A862-5	 	Cy Ph Pi Wa 		801	Ve	M3 V M4 V	{ 0 }	(576+1)	[]	BDe	0	0
1201	Knae	O	2040	Gnodhou	E59A976-5	 	Hi In Wa 	B	901	Ve	M3 V M4 V	{ 0 }	(587+3)	[B915]	BE	0	840
1447	Knae	O	2040	Gnodhou	E59A976-3	 	Hi In Wa 		401	Wild	M3 V M4 V	{ 0 }	(58A+1)	[C923]	BE	0	400
1508	Knae	O	2040	Gnodhou	E59A9BD-4	 	Hi In Wa 		501	Wild	M3 V M4 V	{ 0 }	(584+1)	[C985]	BE	0	160
1900	Knae	O	2040	Gnodhou	C59A654-6	 	Ni Wa 		201	NaVa	M3 V M4 V	{ -2 }	(550+2)	[5487]	B	0	50

1105	Knae	C	2108	Fothoadu	B64869C-8	 	Ag Ni 		402	Va	F3 V M0 V	{ 0 }	(D52+2)	[]	BC	0	0
1201	Knae	C	2108	Fothoadu	D648630-8	 	Ag Ni 		502	Va	F3 V M0 V	{ -2 }	(D50+1)	[947C]	BC	0	65
1447	Knae	C	2108	Fothoadu	D648000-8	 	Di 		002	Wild	F3 V M0 V	{ -3 }	(D00-1)	[0000]	B	0	-13
1508	Knae	C	2108	Fothoadu	D648000-8	 	Di 		002	Wild	F3 V M0 V	{ -3 }	(D00-1)	[0000]	B	0	-13
1900	Knae	C	2108	Fothoadu	C648545-7	 	Ag Ni 		202	NaVa	F3 V M0 V	{ -1 }	(B43+1)	[6449]	BC	0	132

1105	Knae	C	2109	Zouavae	C580466-6	 	De Ni 		802	Va	F0 V	{ 0 }	(836+3)	[]	B	0	0
1201	Knae	C	2109	Zouavae	D580443-2	 	De Ni 		502	Va	F0 V	{ -3 }	(831+1)	[7162]	B	0	24
1447	Knae	C	2109	Zouavae	D580000-2	 	De Di 		002	Wild	F0 V	{ -3 }	(800+1)	[0000]	B	0	8
1508	Knae	C	2109	Zouavae	D580000-2	 	De Di 		002	Wild	F0 V	{ -3 }	(800-2)	[0000]	B	0	-16
1900	Knae	C	2109	Zouavae	C58099B-7	 	De Hi Pr 		202	NaVa	F0 V	{ 0 }	(882+1)	[5959]	BcE	0	128

1105	Knae	C	2110	Lligalaks	C437400-6	 	Ni 		303	Va	G3 V	{ 0 }	(431+1)	[]	B	0	0
1201	Knae	C	2110	Lligalaks	X437000-6	 	Di 		003	Va	G3 V	{ -3 }	(400-3)	[0000]	B	0	-12
1447	Knae	C	2110	Lligalaks	X437000-6	 	Di 		003	Wild	G3 V	{ -3 }	(400+1)	[0000]	B	0	4
1508	Knae	C	2110	Lligalaks	X437000-6	 	Di 		003	Wild	G3 V	{ -3 }	(400+2)	[0000]	B	0	8
1900	Knae	C	2110	Lligalaks	D437343-3	 	Lo 		803	NaVa	G3 V	{ -3 }	(420-1)	[1198]	B	0	-8

1105	Knae	G	2112	Gaevaeenae	E543645-2	 	Ni Po 		303	Va	K9 V M5 V	{ 0 }	(A53+1)	[]	B	0	0
1201	Knae	G	2112	Gaevaeenae	X54369D-1	 	Ni Po 	B	403	Va	K9 V M5 V	{ -3 }	(A53+2)	[7355]	B	0	300
1447	Knae	G	2112	Gaevaeenae	X543000-1	 	Di Po 		003	Wild	K9 V M5 V	{ -3 }	(A00+1)	[0000]	B	0	10
1508	Knae	G	2112	Gaevaeenae	X543000-1	 	Di Po 		003	Wild	K9 V M5 V	{ -3 }	(A00+2)	[0000]	B	0	20
1900	Knae	G	2112	Gaevaeenae	E5438CB-2	 	Ph Pi Po 		803	NaVa	K9 V M5 V	{ -2 }	(A74+1)	[9615]	BDe	0	280

1105	Knae	G	2117	Fungour	C97A310-8	 	Lo Wa 		803	Va	F4 V	{ 0 }	(B20+1)	[]	B	0	0
1201	Knae	G	2117	Fungour	E97A17A-7	 	Lo Wa 	B	303	Va	F4 V	{ -3 }	(800-2)	[119A]	B	0	-16
1447	Knae	G	2117	Fungour	E97A000-7	 	Di Wa 		003	Wild	F4 V	{ -3 }	(800-4)	[0000]	B	0	-32
1508	Knae	G	2117	Fungour	E97A000-7	 	Di Wa 		003	Wild	F4 V	{ -3 }	(800+2)	[0000]	B	0	16
1900	Knae	G	2117	Fungour	B97A7CF-9	 	Pi Wa 		903	NaVa	F4 V	{ 1 }	(B69+1)	[387B]	BD	0	594

1105	Knae	K	2122	Udhedoe	C66467A-5	 	Ag Ri Ni 		812	VA	K0 V M0 V	{ 0 }	(656+1)	[]	BC	0	0
1201	Knae	K	2122	Udhedoe	D664649-4	 	Ag Ri Ni 	B	912	VA	K0 V M0 V	{ -1 }	(654+1)	[6567]	BC	0	120
1447	Knae	K	2122	Udhedoe	D664000-4	 	Di 		012	Wild	K0 V M0 V	{ -3 }	(600-3)	[0000]	B	0	-18
1508	Knae	K	2122	Udhedoe	D664000-4	 	Di 		012	Wild	K0 V M0 V	{ -3 }	(600-1)	[0000]	B	0	-6
1900	Knae	K	2122	Udhedoe	B664434-8	 	Ni Pa 		912	NaVa	K0 V M0 V	{ -1 }	(935-2)	[639A]	Bc	0	-270

1105	Knae	K	2124	Gvodza	B130100-B	 	De Lo Po 		804	VA	M4 V	{ 0 }	(C00+2)	[]	B	0	0
1201	Knae	K	2124	Gvodza	X130000-B	 	De Di Po 		004	VA	M4 V	{ -1 }	(C00+1)	[0000]	B	0	12
1447	Knae	K	2124	Gvodza	X130000-B	 	De Di Po 		004	Wild	M4 V	{ -1 }	(C00+1)	[0000]	B	0	12
1508	Knae	K	2124	Gvodza	X130000-B	 	De Di Po 		004	Wild	M4 V	{ -1 }	(C00+1)	[0000]	B	0	12
1900	Knae	K	2124	Gvodza	B13069C-9	 	De Na Po Ni 		604	NaVa	M4 V	{ 0 }	(C53+1)	[665C]	B	0	180

1105	Knae	K	2126	Aeluenaeth	E729640-5	 	Ni 		814	Va	K2 V M8 V	{ 0 }	(956+2)	[]	B	0	0
1201	Knae	K	2126	Aeluenaeth	X729000-5	 	Di 		014	Va	K2 V M8 V	{ -3 }	(900-1)	[0000]	B	0	-9
1447	Knae	K	2126	Aeluenaeth	X729000-5	 	Di 		014	Wild	K2 V M8 V	{ -3 }	(900-3)	[0000]	B	0	-27
1508	Knae	K	2126	Aeluenaeth	X729000-5	 	Di 		014	Wild	K2 V M8 V	{ -3 }	(900-2)	[0000]	B	0	-18
1900	Knae	K	2126	Aeluenaeth	B729200-B	 	Lo 		914	NaVa	K2 V M8 V	{ 1 }	(E11+3)	[236B]	B	0	42

1105	Knae	K	2129	Fonveg	A452332-A	 	Lo Po 		900	Ve	F8 V	{ 0 }	(620-4)	[]	B	0	0
1201	Knae	K	2129	Fonveg	C452345-4	 	Lo Po 		800	Ve	F8 V	{ -2 }	(620-3)	[4147]	B	0	-36
1447	Knae	K	2129	Fonveg	X452000-4	 	Di Po 		000	Wild	F8 V	{ -3 }	(600+1)	[0000]	B	0	6
1508	Knae	K	2129	Fonveg	X452000-4	 	Di Po 		000	Wild	F8 V	{ -3 }	(600-1)	[0000]	B	0	-6
1900	Knae	K	2129	Fonveg	D45267C-3	 	Ni Po 		600	NaVa	F8 V	{ -3 }	(651+1)	[A374]	B	0	30

1105	Knae	O	2137	Raezuvaevi	C539867-4	 	Ph 		211	Ve	G0 V	{ 0 }	(979+1)	[]	Be	0	0
1201	Knae	O	2137	Raezuvaevi	X539000-4	 	Di 		011	Ve	G0 V	{ -3 }	(900-2)	[0000]	B	0	-18
1447	Knae	O	2137	Raezuvaevi	X539000-4	 	Di 		011	Wild	G0 V	{ -3 }	(900-1)	[0000]	B	0	-9
1508	Knae	O	2137	Raezuvaevi	X539000-4	 	Di 		011	Wild	G0 V	{ -3 }	(900+1)	[0000]	B	0	9
1900	Knae	O	2137	Raezuvaevi	C5396A6-4	 	Ni 		811	NaVa	G0 V	{ -2 }	(954-3)	[5452]	B	0	-540

1105	Knae	O	2138	Ursngakaekh	C201420-9	 	Ic Va Ni 		200	Ve	G6 III	{ 0 }	(831+1)	[]	B	0	0
1201	Knae	O	2138	Ursngakaekh	X201000-9	 	Di Ic Va 		000	Ve	G6 III	{ -2 }	(800+1)	[0000]	B	0	8
1447	Knae	O	2138	Ursngakaekh	X201000-9	 	Di Ic Va 		000	Wild	G6 III	{ -2 }	(800+1)	[0000]	B	0	8
1508	Knae	O	2138	Ursngakaekh	X201000-9	 	Di Ic Va 		000	Wild	G6 III	{ -2 }	(800+1)	[0000]	B	0	8
1900	Knae	O	2138	Ursngakaekh	C20157B-9	 	Ic Va Ni 		400	NaVa	G6 III	{ -1 }	(845+5)	[744A]	B	0	800

1105	Knae	C	2204	Vaoe	C785366-6	 	Ga Lo 		404	Va	F0 V	{ 0 }	(720-5)	[]	B	0	0
1201	Knae	C	2204	Vaoe	E785120-3	 	Ga Lo 	B	104	Va	F0 V	{ -3 }	(700+1)	[1116]	B	0	7
1447	Knae	C	2204	Vaoe	E785000-3	 	Di Ga 		004	Wild	F0 V	{ -3 }	(700+3)	[0000]	B	0	21
1508	Knae	C	2204	Vaoe	E785000-3	 	Di Ga 		004	Wild	F0 V	{ -3 }	(700+1)	[0000]	B	0	7
1900	Knae	C	2204	Vaoe	D785200-5	 	Ga Lo 		604	NaVa	F0 V	{ -3 }	(710-1)	[4169]	B	0	-7

1105	Knae	C	2210	Rrodhogoe	B100644-7	 	Na Ni Va 		503	Va	M0 III M3 V	{ 0 }	(851+3)	[]	B	0	0
1201	Knae	C	2210	Rrodhogoe	X100000-7	 	Di Na Va 		003	Va	M0 III M3 V	{ -3 }	(800+4)	[0000]	B	0	32
1447	Knae	C	2210	Rrodhogoe	X100000-7	 	Di Na Va 		003	Wild	M0 III M3 V	{ -3 }	(800+1)	[0000]	B	0	8
1508	Knae	C	2210	Rrodhogoe	X100000-7	 	Di Va 		003	Wild	M0 III M3 V	{ -3 }	(800-1)	[0000]	B	0	-8
1900	Knae	C	2210	Rrodhogoe	C100410-6	 	Ni Va 		403	NaVa	M0 III M3 V	{ -2 }	(830+4)	[3265]	B	0	96

1105	Knae	G	2212	Dhovorraa	A63647A-A	 	Ni 		522	Va	K8 V M7 V	{ 0 }	(C31+1)	[]	B	0	0
1201	Knae	G	2212	Dhovorraa	X636000-A	 	Di 		022	Va	K8 V M7 V	{ -1 }	(C00-1)	[0000]	B	0	-12
1447	Knae	G	2212	Dhovorraa	X636000-A	 	Di 		022	Wild	K8 V M7 V	{ -1 }	(C00+2)	[0000]	B	0	24
1508	Knae	G	2212	Dhovorraa	X636000-A	 	Di 		022	Wild	K8 V M7 V	{ -1 }	(C00-1)	[0000]	B	0	-12
1900	Knae	G	2212	Dhovorraa	C6369A7-7	 	Hi 		822	NaVa	K8 V M7 V	{ 0 }	(888+2)	[5948]	BE	0	1024

1105	Knae	G	2213	Gzoingaeg	D998731-1	 	Ag Pi 		304	Va	K4 V	{ 0 }	(667+1)	[]	BCD	0	0
1201	Knae	G	2213	Gzoingaeg	X9987B7-1	 	Ag Pi 	B	404	Va	K4 V	{ -1 }	(666-2)	[6671]	BCD	0	-432
1447	Knae	G	2213	Gzoingaeg	X998000-1	 	Di Pi 		004	Wild	K4 V	{ -3 }	(600+3)	[0000]	BD	0	18
1508	Knae	G	2213	Gzoingaeg	X998000-1	 	Di 		004	Wild	K4 V	{ -3 }	(600+1)	[0000]	B	0	6
1900	Knae	G	2213	Gzoingaeg	A998279-8	 	Lo 		504	NaVa	K4 V	{ -1 }	(A10+2)	[313C]	B	0	20

1105	Knae	G	2216	Suluz	E67A213-7	 	Lo Wa 		602	Va	K3 V M5 V	{ 0 }	(410+4)	[]	B	0	0
1201	Knae	G	2216	Suluz	X67A27B-6	 	Lo Wa 		202	Va	K3 V M5 V	{ -3 }	(410-4)	[2173]	B	0	-16
1447	Knae	G	2216	Suluz	X67A000-6	 	Di Wa 		002	Wild	K3 V M5 V	{ -3 }	(400+1)	[0000]	B	0	4
1508	Knae	G	2216	Suluz	X67A000-6	 	Di Wa 		002	Wild	K3 V M5 V	{ -3 }	(400-2)	[0000]	B	0	-8
1900	Knae	G	2216	Suluz	A67A674-C	 	Ni Wa 		402	NaVa	K3 V M5 V	{ 1 }	(654-1)	[872C]	B	0	-120

1105	Knae	G	2220	Kozagho	C6B4420-5	 	Fl Ni 		602	VA	M1 V M6 V	{ 0 }	(634+1)	[]	B	0	0
1201	Knae	G	2220	Kozagho	X6B4000-5	 	Di Fl 		002	VA	M1 V M6 V	{ -3 }	(600-1)	[0000]	B	0	-6
1447	Knae	G	2220	Kozagho	X6B4000-5	 	Di Fl 		002	Wild	M1 V M6 V	{ -3 }	(600-3)	[0000]	B	0	-18
1508	Knae	G	2220	Kozagho	X6B4000-5	 	Di Fl 		002	Wild	M1 V M6 V	{ -3 }	(600-1)	[0000]	B	0	-6
1900	Knae	G	2220	Kozagho	B6B4112-7	 	Fl Lo 		602	NaVa	M1 V M6 V	{ -1 }	(600+1)	[1188]	B	0	6

1105	Knae	O	2231	Thuezaaruel	C694772-4	 	Ag Pi 		403	Ve	F0 V M0 V	{ 0 }	(567+3)	[]	BCD	0	0
1201	Knae	O	2231	Thuezaaruel	E694734-1	 	Ag Pi 	B	503	Ve	F0 V M0 V	{ -1 }	(567-3)	[7633]	BCD	0	-630
1447	Knae	O	2231	Thuezaaruel	E694000-1	 	Di Pi 		003	Wild	F0 V M0 V	{ -3 }	(500+1)	[0000]	BD	0	5
1508	Knae	O	2231	Thuezaaruel	E694000-1	 	Di 		003	Wild	F0 V M0 V	{ -3 }	(500+4)	[0000]	B	0	20
1900	Knae	O	2231	Thuezaaruel	B694522-7	 	Ag Ni 		103	NaVa	F0 V M0 V	{ 0 }	(542+3)	[4563]	BC	0	120

1105	Knae	O	2233	Foeinonuek	E78948A-2	 	Ni 		703	Ve	F5 V M4 V	{ 0 }	(731+1)	[]	B	0	0
1201	Knae	O	2233	Foeinonuek	X789488-0	 	Ni 	B	403	Ve	F5 V M4 V	{ -3 }	(732+1)	[4122]	B	0	42
1447	Knae	O	2233	Foeinonuek	X789000-0	 	Ba 		003	Wild	F5 V M4 V	{ -3 }	(700-4)	[0000]	B	0	-28
1508	Knae	O	2233	Foeinonuek	X789000-0	 	Ba 		003	Wild	F5 V M4 V	{ -3 }	(700+3)	[0000]	B	0	21
1900	Knae	O	2233	Foeinonuek	B7898BB-5	 	Ph Ri 		103	NaVa	F5 V M4 V	{ 1 }	(779-3)	[3911]	BCe	0	-1323

1105	Knae	O	2235	Ghaeoezzaegh	B575443-6	 	Ni Pa 		600	Ve	F6 V	{ 0 }	(736+1)	[]	Bc	0	0
1201	Knae	O	2235	Ghaeoezzaegh	D575478-5	 	Ni Pa 		400	Ve	F6 V	{ -3 }	(732+4)	[5156]	Bc	0	168
1447	Knae	O	2235	Ghaeoezzaegh	D575000-5	 	Di 		000	Wild	F6 V	{ -3 }	(700+4)	[0000]	B	0	28
1508	Knae	O	2235	Ghaeoezzaegh	D575000-5	 	Di 		000	Wild	F6 V	{ -3 }	(700+1)	[0000]	B	0	7
1900	Knae	O	2235	Ghaeoezzaegh	B575759-6	 	Ag Pi 		700	NaVa	F6 V	{ 1 }	(76B-3)	[3851]	BCD	0	-1386

1105	Knae	O	2236	Raersoghanuz	E463110-8	 	Lo 		612	Ve	F1 V	{ 0 }	(A00-4)	[]	B	0	0
1201	Knae	O	2236	Raersoghanuz	X463234-7	 	Lo 		612	Ve	F1 V	{ -3 }	(710+1)	[217B]	B	0	7
1447	Knae	O	2236	Raersoghanuz	X463000-7	 	Di 		012	Wild	F1 V	{ -3 }	(700+3)	[0000]	B	0	21
1508	Knae	O	2236	Raersoghanuz	X463000-7	 	Di 		012	Wild	F1 V	{ -3 }	(700-1)	[0000]	B	0	-7
1900	Knae	O	2236	Raersoghanuz	B463553-D	 	Ni Pr 		312	NaVa	F1 V	{ 1 }	(A45+1)	[263E]	Bc	0	200

1105	Knae	O	2240	Kueangaenvo	E0009CC-9	 	As Va Hi Na In 		304	Ve	F0 V	{ 0 }	(B8A+3)	[]	BE	0	0
1201	Knae	O	2240	Kueangaenvo	X000000-9	 	As Va Di Na In 		004	Ve	F0 V	{ -1 }	(B00+1)	[0000]	BE	0	11
1447	Knae	O	2240	Kueangaenvo	X000000-9	 	As Va Di Na In 		004	Wild	F0 V	{ -1 }	(B00-2)	[0000]	BE	0	-22
1508	Knae	O	2240	Kueangaenvo	X000000-9	 	As Va Di 		004	Wild	F0 V	{ -2 }	(B00+2)	[0000]	B	0	22
1900	Knae	O	2240	Kueangaenvo	B000302-D	 	As Va Lo 		604	NaVa	F0 V	{ 1 }	(B21+1)	[1429]	B	0	22

1105	Knae	C	2302	Feighthaerr	C410976-B	 	Hi Na In 		700	Va	F3 V	{ 0 }	(787-3)	[]	BE	0	0
1201	Knae	C	2302	Feighthaerr	X410000-B	 	Di Na In 		000	Va	F3 V	{ 0 }	(700+1)	[0000]	BE	0	7
1447	Knae	C	2302	Feighthaerr	X410000-B	 	Di Na In 		000	Wild	F3 V	{ 0 }	(700-4)	[0000]	BE	0	-28
1508	Knae	C	2302	Feighthaerr	X410000-B	 	Di 		000	Wild	F3 V	{ -1 }	(700-4)	[0000]	B	0	-28
1900	Knae	C	2302	Feighthaerr	B410143-C	 	Lo 		900	NaVa	F3 V	{ 1 }	(701-1)	[229B]	B	0	-7

1105	Knae	C	2305	Khuearrzong	C343467-8	 	Ni Po 		102	Va	M2 V	{ 0 }	(735-4)	[]	B	0	0
1201	Knae	C	2305	Khuearrzong	E343221-4	 	Lo Po 		502	Va	M2 V	{ -3 }	(510+3)	[1145]	B	0	15
1447	Knae	C	2305	Khuearrzong	E343000-4	 	Di Po 		002	Wild	M2 V	{ -3 }	(500-3)	[0000]	B	0	-15
1508	Knae	C	2305	Khuearrzong	E343000-4	 	Di Po 		002	Wild	M2 V	{ -3 }	(500+1)	[0000]	B	0	5
1900	Knae	C	2305	Khuearrzong	X3438BE-1	 	Ph Pi Po 		902	NaVa	M2 V	{ -2 }	(573+3)	[4656]	BDe	0	315

1105	Knae	C	2306	Avoeoekhs	C659774-2	 			700	Va	F1 V	{ 0 }	(76A+4)	[]	B	0	0
1201	Knae	C	2306	Avoeoekhs	E6597BC-2	 		B	800	Va	F1 V	{ -2 }	(768+1)	[3511]	B	0	336
1447	Knae	C	2306	Avoeoekhs	E659777-0	 			400	Wild	F1 V	{ -2 }	(76A+1)	[6521]	B	0	420
1508	Knae	C	2306	Avoeoekhs	E659778-0	 			300	Wild	F1 V	{ -2 }	(762+1)	[A552]	B	0	84
1900	Knae	C	2306	Avoeoekhs	X659479-0	 	Ni 		400	NaVa	F1 V	{ -3 }	(731+1)	[3154]	B	0	21

1105	Knae	C	2308	Aefoerraerr	C735779-9	 			113	Va	M3 V	{ 0 }	(E69-2)	[]	B	0	0
1201	Knae	C	2308	Aefoerraerr	X735000-9	 	Di 		013	Va	M3 V	{ -2 }	(E00+1)	[0000]	B	0	14
1447	Knae	C	2308	Aefoerraerr	X735000-9	 	Di 		013	Wild	M3 V	{ -2 }	(E00+4)	[0000]	B	0	56
1508	Knae	C	2308	Aefoerraerr	X735000-9	 	Di 		013	Wild	M3 V	{ -2 }	(E00-2)	[0000]	B	0	-28
1900	Knae	C	2308	Aefoerraerr	C735787-9	 			213	NaVa	M3 V	{ 0 }	(E64-2)	[875E]	B	0	-672

1105	Knae	G	2315	Ngoeognaefue	C410551-5	 	Ni 		515	Va	G3 V M0 V	{ 0 }	(A46+3)	[]	B	0	0
1201	Knae	G	2315	Ngoeognaefue	X410000-5	 	Di 		015	Va	G3 V M0 V	{ -3 }	(A00+2)	[0000]	B	0	20
1447	Knae	G	2315	Ngoeognaefue	X410000-5	 	Di 		015	Wild	G3 V M0 V	{ -3 }	(A00+2)	[0000]	B	0	20
1508	Knae	G	2315	Ngoeognaefue	X410000-5	 	Di 		015	Wild	G3 V M0 V	{ -3 }	(A00+2)	[0000]	B	0	20
1900	Knae	G	2315	Ngoeognaefue	D4107AF-1	 	Na Pi 		415	NaVa	G3 V M0 V	{ -2 }	(A65-1)	[3531]	BD	0	-300

1105	Knae	K	2324	Guarraerr	C748AAC-9	 	Hi In 		500	VA	F6 V M0 V	{ 0 }	(B99-1)	[]	BE	0	0
1201	Knae	K	2324	Guarraerr	D748252-4	 	Lo 		500	VA	F6 V M0 V	{ -3 }	(B10+1)	[5195]	B	0	11
1447	Knae	K	2324	Guarraerr	D748000-4	 	Di 		000	Wild	F6 V M0 V	{ -3 }	(B00-1)	[0000]	B	0	-11
1508	Knae	K	2324	Guarraerr	D748000-4	 	Di 		000	Wild	F6 V M0 V	{ -3 }	(B00+3)	[0000]	B	0	33
1900	Knae	K	2324	Guarraerr	C7486A8-5	 	Ag Ni 		400	NaVa	F6 V M0 V	{ -1 }	(B51-1)	[5581]	BC	0	-55

1105	Knae	K	2325	Louthurrg	CAB6202-8	 	Fl Lo 		500	VA	M6 V M8 V	{ 0 }	(710+5)	[]	B	0	0
1201	Knae	K	2325	Louthurrg	XAB6000-8	 	Di Fl 		000	VA	M6 V M8 V	{ -3 }	(700-5)	[0000]	B	0	-35
1447	Knae	K	2325	Louthurrg	XAB6000-8	 	Di Fl 		000	Wild	M6 V M8 V	{ -3 }	(700+1)	[0000]	B	0	7
1508	Knae	K	2325	Louthurrg	XAB6000-8	 	Di Fl 		000	Wild	M6 V M8 V	{ -3 }	(700+3)	[0000]	B	0	21
1900	Knae	K	2325	Louthurrg	EAB6123-5	 	Fl Lo 		500	NaVa	M6 V M8 V	{ -3 }	(700+1)	[1126]	B	0	7

1105	Knae	K	2329	Kadzue	C234436-7	 	Ni Px 		702	Ve	M2 V	{ 0 }	(B32-1)	[]	B	0	0
1201	Knae	K	2329	Kadzue	X234000-7	 	Di Px 		002	Ve	M2 V	{ -3 }	(B00+3)	[0000]	B	0	33
1447	Knae	K	2329	Kadzue	X234000-7	 	Di Px 		002	Wild	M2 V	{ -3 }	(B00+1)	[0000]	B	0	11
1508	Knae	K	2329	Kadzue	X234000-7	 	Di 		002	Wild	M2 V	{ -3 }	(B00-1)	[0000]	B	0	-11
1900	Knae	K	2329	Kadzue	B234104-A	 	Lo 		702	NaVa	M2 V	{ 1 }	(D01-3)	[529C]	B	0	-39

1105	Knae	K	2330	Ksogllokhan	C342443-5	 	He Ni Po 		112	Ve	F7 V	{ 0 }	(833-1)	[]	B	0	0
1201	Knae	K	2330	Ksogllokhan	D342100-3	 	He Lo Po 	B	112	Ve	F7 V	{ -3 }	(800+4)	[1172]	B	0	32
1447	Knae	K	2330	Ksogllokhan	D342000-3	 	Di He Po 		012	Wild	F7 V	{ -3 }	(800-4)	[0000]	B	0	-32
1508	Knae	K	2330	Ksogllokhan	D342000-3	 	Di He Po 		012	Wild	F7 V	{ -3 }	(800+4)	[0000]	B	0	32
1900	Knae	K	2330	Ksogllokhan	C342201-6	 	He Lo Po 		912	NaVa	F7 V	{ -2 }	(810-2)	[4168]	B	0	-16

1105	Knae	O	2331	Luskaersull	E8B2100-8	 	Fl He Lo 		902	Ve	M2 V M5 V	{ 0 }	(800+1)	[]	B	0	0
1201	Knae	O	2331	Luskaersull	X8B2000-8	 	Di Fl He 		002	Ve	M2 V M5 V	{ -3 }	(800+3)	[0000]	B	0	24
1447	Knae	O	2331	Luskaersull	X8B2000-8	 	Di Fl He 		002	Wild	M2 V M5 V	{ -3 }	(800-3)	[0000]	B	0	-24
1508	Knae	O	2331	Luskaersull	X8B2000-8	 	Di Fl He 		002	Wild	M2 V M5 V	{ -3 }	(800+3)	[0000]	B	0	24
1900	Knae	O	2331	Luskaersull	B8B227A-B	 	Fl He Lo 		702	NaVa	M2 V M5 V	{ 1 }	(811+1)	[13AC]	B	0	8

1105	Knae	O	2334	Vaaezoenirrg	A53486B-7	 	Ph 		301	Ve	F1 V M5 V	{ 0 }	(67A+3)	[]	Be	0	0
1201	Knae	O	2334	Vaaezoenirrg	X534000-7	 	Di 		001	Ve	F1 V M5 V	{ -3 }	(600-3)	[0000]	B	0	-18
1447	Knae	O	2334	Vaaezoenirrg	X534000-7	 	Di 		001	Wild	F1 V M5 V	{ -3 }	(600-1)	[0000]	B	0	-6
1508	Knae	O	2334	Vaaezoenirrg	X534000-7	 	Di 		001	Wild	F1 V M5 V	{ -3 }	(600-1)	[0000]	B	0	-6
1900	Knae	O	2334	Vaaezoenirrg	C53477B-3	 			601	NaVa	F1 V M5 V	{ -1 }	(667+3)	[4663]	B	0	756

1105	Knae	O	2337	Zonoeufogh	C442677-7	 	He Ni Po 		413	Ve	G4 V	{ 0 }	(755-3)	[]	B	0	0
1201	Knae	O	2337	Zonoeufogh	E442231-3	 	He Lo Po 		113	Ve	G4 V	{ -3 }	(710+1)	[3132]	B	0	7
1447	Knae	O	2337	Zonoeufogh	E442000-3	 	Di He Po 		013	Wild	G4 V	{ -3 }	(700-4)	[0000]	B	0	-28
1508	Knae	O	2337	Zonoeufogh	E442000-3	 	Di He Po 		013	Wild	G4 V	{ -3 }	(700+1)	[0000]	B	0	7
1900	Knae	O	2337	Zonoeufogh	E442514-6	 	He Ni Po 		913	NaVa	G4 V	{ -3 }	(740-3)	[1255]	B	0	-84

1105	Knae	O	2338	Gzueovu	C789512-6	 	Ni Pr 		501	Ve	F9 V	{ 0 }	(745+2)	[]	Bc	0	0
1201	Knae	O	2338	Gzueovu	X789547-2	 	Ni Pr 	B	301	Ve	F9 V	{ -3 }	(741+1)	[9236]	Bc	0	28
1447	Knae	O	2338	Gzueovu	X789542-0	 	Ni Pr 		101	Wild	F9 V	{ -3 }	(743-3)	[1261]	Bc	0	-252
1508	Knae	O	2338	Gzueovu	X789402-0	 	Ni 		901	Wild	F9 V	{ -3 }	(730+1)	[1191]	B	0	21
1900	Knae	O	2338	Gzueovu	A789754-A	 	Ri 		401	NaVa	F9 V	{ 3 }	(86C+1)	[9A59]	BC	0	576

1105	Knae	C	2401	Gnaoo	B97A451-D	 	Ni Wa 		910	Va	F2 V M0 V	{ 0 }	(631+1)	[]	B	0	0
1201	Knae	C	2401	Gnaoo	X97A426-9	 	Ni Wa 		510	Va	F2 V M0 V	{ -2 }	(632+2)	[3218]	B	0	72
1447	Knae	C	2401	Gnaoo	X97A000-9	 	Di Wa 		010	Wild	F2 V M0 V	{ -2 }	(600+1)	[0000]	B	0	6
1508	Knae	C	2401	Gnaoo	X97A000-9	 	Di Wa 		010	Wild	F2 V M0 V	{ -2 }	(600-1)	[0000]	B	0	-6
1900	Knae	C	2401	Gnaoo	B97A899-B	 	Ph Pi Wa 		210	NaVa	F2 V M0 V	{ 2 }	(678+3)	[6A79]	BDe	0	1008

1105	Knae	C	2404	Orrag	C400100-9	 	Lo Va 		102	Va	M3 V	{ 0 }	(A00+2)	[]	B	0	0
1201	Knae	C	2404	Orrag	X400000-9	 	Di Va 		002	Va	M3 V	{ -2 }	(A00+2)	[0000]	B	0	20
1447	Knae	C	2404	Orrag	X400000-9	 	Di Va 		002	Wild	M3 V	{ -2 }	(A00-3)	[0000]	B	0	-30
1508	Knae	C	2404	Orrag	X400000-9	 	Di Va 		002	Wild	M3 V	{ -2 }	(A00-1)	[0000]	B	0	-10
