WORLD DATA																			
																			
																			
Sector	Hex	Name	UWP	TC	Remarks	Sophonts 	Details	{Ix}	(Ex)	[Cx]	Nobility	Bases	Zone	PBG	Allegiance	Stars	SS	W	RU
Ley	0107	LOUSANNE	C564977-5	Hi 	Pr 			{ 0 }	(B88+1)	[9955]	BcE		 	700	ImDg	M1 V M9 V	A	5	704
Ley	0108	Askiimir	E79A642-7	Ni Wa 				{ -3 }	(851-5)	[2313]	B		 	814	ImDg	K2 V M2 V	A	15	20
Ley	0109	Khingir	C547731-6	Ag 	Pi 			{ 0 }	(967-4)	[3712]	BCD	S	 	112	ImDg	K7 V M7 V	A	13	227
Ley	0111	Kalu Marasiin	AA7A526-A	Ni Oc 				{ 1 }	(A45+1)	[4649]	B		 	303	ImDg	K0 V M9 V	E	12	200
Ley	0113	Naasirka Ual	B754656-A	Ag Ni 				{ 2 }	(856+1)	[5849]	BC		 	200	ImDg	K6 V	E	11	240
Ley	0114	Ir	C686769-6	Ag Ga Ri 			O:0214	{ 1 }	(968+2)	[8867]	BC		 	800	ImDg	F9 V	E	13	864
Ley	0118	119-404	BA9A377-A	Lo Oc 				{ 1 }	(821+1)	[345A]	B		 	412	ImDg	M1 V	E	9	16
Ley	0119	Ikstraat	C5448A6-5		Pa Ph Pi 			{ -1 }	(A76-2)	[7744]	BcDe		 	400	ImDg	K3 V M9 V	E	5	336
Ley	0122	Sikiir	B566437-8	Ni 	Pa 			{ -1 }	(732-1)	[4358]	Bc		 	110	ImDg	G9 V	I	11	38
Ley	0123	UREWR	C887A55-9	Hi Ga 				{ 1 }	(H9B-1)	[8B37]	BE		 	505	ImDg	G2 V	I	8	1,515
Ley	0127	720-018	C8C3575-A	Fl Ni 				{ 0 }	(B44-2)	[3538]	B		 	504	ImDg	M2 V	I	10	141
Ley	0129	DIRIR	C8889BA-7	Hi 	Pr 	Luri1		{ 0 }	(B89+2)	[B979]	BcE		 	300	ImDg	F5 V	I	7	1,584
Ley	0139	Secundus	A403400-D	Ic Ni Va 				{ 1 }	(834-3)	[1518]	B		 	902	ImDg	M2 V M2 V	M	8	67
Ley	0201	Econdora	A400674-E	Na Ni Va 				{ 1 }	(D55-1)	[473C]	B		 	914	ImDg	M2 V	A	10	293
Ley	0202	Garakhu	C533666-6	Na Ni Po 			O:0201	{ -2 }	(852-3)	[5445]	B		 	103	ImDg	M2 V	A	10	56
Ley	0204	Agalamgur	A30078A-B	Na Va 	Cp Pi 			{ 2 }	(D6C+4)	[997D]	BD		 	313	ImDg	M2 V M5 V	A	11	3,744
Ley	0205	Alsuy	E575520-5	Ag Ni 				{ -2 }	(742-5)	[1311]	BC		 	204	ImDg	K6 V	A	7	28
Ley	0213	Kaapelli	C000642-9	As Na Ni Va 		Luri9		{ -1 }	(B53-5)	[2515]	B		 	121	ImLu	G0 IV M5 V	E	8	83
Ley	0214	RURUR	B5609BA-B	De Hi 	Pr 	Luri9		{ 3 }	(E8E+5)	[BC7D]	BcE		 	303	ImLu	G4 V	E	10	7,840
Ley	0217	Guill En	E573659-5	Ni 				{ -3 }	(851-2)	[7366]	B		 	105	ImDg	G1 V	E	8	32
Ley	0219	Es Aal Insi	E573432-7	Ni 				{ -3 }	(631-5)	[1113]	B		 	204	ImDg	G2 V	E	7	9
Ley	0221	Silver	E424578-9	Ni 				{ -2 }	(A42-2)	[5359]	B		 	903	ImDg	M1 V	I	9	64
Ley	0223	Umshush	C421134-8	He Lo Po 				{ -2 }	(711-4)	[1136]	B		 	913	ImDg	K5 V M7 V	I	10	4
Ley	0224	Rising	B969555-A	Ni 	Pr 			{ 1 }	(A45-1)	[3638]	Bc		 	112	ImDg	G2 V	I	8	180
Ley	0226	Llushtor	A774556-9	Ag Ni 				{ 1 }	(A45+1)	[4648]	BC		 	812	ImDg	G7 V	I	10	200
Ley	0227	Dir-Lackbaad	E577887-5		Pa Ph Pi Pz 			{ -2 }	(A75-2)	[8655]	BcDe		A	702	ImDg	M0 V	I	9	280
Ley	0228	Elizibeth	C540547-5	De He Ni Po 				{ -2 }	(742-2)	[5355]	B		 	504	ImDg	K8 V M7 V	I	10	45
Ley	0231	L'Orient	A547644-A	Ag Ni 				{ 2 }	(C56+1)	[4838]	BC	N	 	613	ImDg	F3 V	M	7	360
Ley	0302	Admidar	B570430-7	De He Ni 				{ -1 }	(632-5)	[1312]	B		 	403	ImDg	K1 V	A	11	18
Ley	0310	Zagu	B100414-B	Ni Va 		LuriW		{ 1 }	(834-1)	[2539]	B		 	911	ImLu	M1 V	A	11	86
Ley	0311	Gishuumka	B4357A8-9			Luri9		{ 1 }	(96A+1)	[7859]	B		 	900	ImLu	K3 V	E	15	540
Ley	0313	TILE	C7C39BD-B	Fl Hi In 		Luri9		{ 3 }	(F8E+5)	[DC9F]	BE		 	213	ImLu	F9 V	E	8	8,400
Ley	0314	Tender Mercy	E547210-6	Lo 		LuriW		{ -3 }	(411-5)	[1111]	B		 	200	ImLu	K2 V M6 V	E	14	2
Ley	0315	Shore	A545614-A	Ag Ni 		Luri9		{ 2 }	(C56+1)	[4838]	BC		 	304	ImLu	F5 V M4 V	E	12	360
Ley	0316	Luria	C522442-7	He Ni Po 		LuriW		{ -2 }	(631-5)	[1213]	B		 	502	ImLu	K7 V	E	7	9
Ley	0318	Ithukar	B5438BF-A	Po 	Ph Pi 			{ 2 }	(E7B+5)	[DAAF]	BDe		 	804	ImDg	G3 V	E	8	5,390
Ley	0322	Xenophone	C88A612-7	Ni Ri Wa 				{ -1 }	(853-5)	[2513]	BC		 	504	ImDg	M0 V	I	10	60
Ley	0327	Kasuma	B000774-C	As Na Va 	Pi 			{ 2 }	(B6C+1)	[593A]	BD		 	902	ImDg	M2 V	I	14	792
Ley	0328	Sharone	B432630-9	Na Ni Po 				{ 0 }	(C54-4)	[1614]	B		 	122	ImDg	K5 V K6 V M8 V	I	11	144
Ley	0330	Kaluud	C9687BB-7	Ag Ri 		Chir3 		{ 1 }	(969+3)	[9879]	BC		 	702	ImDg	F4 V	I	14	1,458
Ley	0333	Unlimited	B551410-8	Ni Po 				{ -1 }	(A32-5)	[1313]	B		 	704	ImDg	G4 V	M	12	30
Ley	0401	Irnak-Kodur	B536442-B	Ni 				{ 1 }	(A34-3)	[1517]	B		 	513	ImDg	K0 V M2 V	A	8	84
Ley	0402	Ku	B430722-C	De Na Po 				{ 2 }	(C6C-2)	[3918]	B		 	312	ImDg	M0 V	A	6	691
Ley	0403	Ligate	B565564-6	Ag Ni 	Pr 		O:0204	{ 0 }	(744-2)	[3534]	BcC		 	401	ImDg	F6 V M8 V	A	12	90
Ley	0404	Banir	C57648A-5	Ni 	Pa 			{ -2 }	(631+1)	[6277]	Bc		 	914	ImDg	G3 V M8 V	A	15	18
Ley	0405	Kiiriirshi	B534663-7	Ni 			Mr	{ -1 }	(853-4)	[3524]	B	N	 	813	ImDg	K3 V	A	14	72
Ley	0406	Peraan	D865569-4	Ag Ni Ga 	Pr 		O:0705	{ -2 }	(742-1)	[6365]	BcC	S	 	903	ImDg	G4 V M0 V	A	6	50
Ley	0408	Kii Tarnii	D438300-6	Lo 		LuriW		{ -3 }	(521-5)	[1111]	B		 	702	ImLu	K2 V	A	11	5
Ley	0411	Prouse	C000568-A	As Ni Va 		LuriW	O:0812	{ 0 }	(D44+1)	[555A]	B		 	824	ImLu	K4 V M4 V	E	10	208
Ley	0413	Eshuun	C999516-8	Ni 		LuriW		{ -2 }	(A42-3)	[4347]	B		 	803	ImLu	M2 V	E	6	56
Ley	0414	Qaarz	A652610-B	Ni Po 		LuriW		{ 1 }	(B55-3)	[1716]	B	N	 	603	ImLu	F9 V M6 V	E	12	193
Ley	0417	Ashmaze	C759320-8	Lo 				{ -2 }	(921-5)	[1113]	B	S	 	622	ImDg	F7 V M3 V	E	12	9
Ley	0418	Kaan	A542221-A	He Lo Po 				{ 1 }	(711-3)	[1316]	B		 	303	ImDg	K3 V	E	9	5
Ley	0425	New Brunswick	D570304-7	De He Lo 				{ -3 }	(521-5)	[1135]	B		 	211	ImDg	K5 V	I	13	5
Ley	0428	Market	D544300-7	Lo 				{ -3 }	(521-5)	[1112]	B		 	122	ImDg	K9 V	I	8	5
Ley	0430	El Jerarquía	A589855-9	Ri 	Ph Cp 			{ 3 }	(E7C+1)	[6B37]	BCeF	NW	 	304	ImDg	F9 V M9 V M3 V	I	14	1,176
Ley	0434	Plaisante	C300748-7	Na Va 	Pi 			{ -1 }	(967-1)	[7657]	BD		 	804	ImDg	G0 V	M	11	340
Ley	0501	Ercuu	C540367-9	De He Lo Po 			O:0402	{ -1 }	(821-1)	[3259]	B	S	 	903	ImDg	G6 V	A	8	14
Ley	0504	Maissia	B000531-B	As Ni Va 				{ 1 }	(845-3)	[1617]	B		 	501	ImDg	M0 V M6 V	A	12	112
Ley	0505	Dugam	B99A262-C	Lo Wa 			O:0705	{ 1 }	(911-3)	[1318]	B		 	914	ImDg	K8 V M9 V	A	12	6
Ley	0506	Ashmiki	C200665-7	Na Ni Va 			O:0705	{ -2 }	(852-4)	[4435]	B		 	413	ImDg	M3 V	A	13	48
Ley	0508	Piir Kalaan	E000643-8	As Na Ni Va 		LuriW		{ -3 }	(B51-5)	[3325]	B		 	703	ImLu	M1 V M8 V	A	13	28
Ley	0509	Gaguume	C434553-7	Ni 		LuriW		{ -2 }	(742-5)	[2324]	B		 	525	ImLu	K0 V M5 V	A	13	28
Ley	0512	Stalwart	B433541-B	Ni Po 		LuriW		{ 1 }	(A45-3)	[1617]	B		 	103	ImLu	K3 V	E	8	140
Ley	0513	Mastiraak	D564200-7	Lo 		LuriW		{ -3 }	(411-5)	[1112]	B		 	503	ImLu	M1 V M2 V	E	12	2
Ley	0514	Leshuil	D88A140-4	Lo Wa 		LuriW		{ -3 }	(311-5)	[1111]	B		 	702	ImLu	K7 V M1 V	E	9	2
Ley	0515	Ahadi	E536884-6		Ph 	Luri9		{ -2 }	(A75-4)	[6634]	Be		 	913	ImLu	K4 V M0 V	E	13	210
Ley	0517	Puluke	B545440-B	Ni 	Pa 			{ 1 }	(B34-3)	[1516]	Bc		 	705	ImDg	F4 V M2 V	E	9	92
Ley	0518	TLING	D6669B7-3	Hi Ga 	Pr 			{ -1 }	(B86-1)	[9853]	BcE		 	210	ImDg	K2 V M7 V	E	7	475
Ley	0519	Mamdinga	D878558-7	Ag Ni 				{ -2 }	(742-2)	[5357]	BC		 	702	ImDg	G5 V M5 V	E	13	45
Ley	0530	Nicaceum	A522775-C	He Na Po 	Pi 			{ 2 }	(B6C+1)	[593A]	BD		 	802	ImDg	M3 V	I	16	792
Ley	0533	Ipsham	A594442-C	Ni 	Pa 			{ 1 }	(A34-3)	[1518]	Bc		 	904	ImDg	K2 V M4 V	M	10	84
Ley	0601	Gig	D876640-6	Ag Ni 				{ -2 }	(852-5)	[1411]	BC		 	703	ImDg	F9 V	A	7	40
Ley	0606	570-432	CAC5443-9	Fl Ni 				{ -1 }	(A32-4)	[1326]	B		 	104	ImDg	M3 V M4 V	A	7	36
Ley	0608	Secord	B580633-A	De Ni Ri 		Luri9		{ 2 }	(B56-1)	[3827]	BC	N	 	603	ImLu	F5 V	A	6	297
Ley	0609	Galir	A570721-B	De He 	Pi 	Luri9		{ 2 }	(96C-2)	[3917]	BD		 	500	ImLu	G8 V	A	16	518
Ley	0614	Mur Mura	B88A303-9	Lo Wa 		LuriW		{ 0 }	(C21-3)	[1326]	B	N	 	734	ImLu	F5 V	E	12	17
Ley	0616	Arsim	B000323-D	As Lo Va 				{ 1 }	(A21-2)	[142A]	B		 	923	ImDg	K3 V	E	11	16
Ley	0618	Weston	B778878-5		Pa Ph Pi Pz 			{ 0 }	(A77+1)	[8855]	BcDe		A	705	ImDg	F7 V	E	18	490
Ley	0620	Kerin's Tyr	B575778-6	Ag 	Pi 	Varg0 		{ 1 }	(968+1)	[7856]	BCD		 	320	ImDg	F8 V	E	7	432
Ley	0624	Longstop	D556569-7	Ag Ni 			O:0824	{ -2 }	(742-1)	[6368]	BC		 	101	ImDg	M1 V M8 V	I	13	50
Ley	0626	Evermore	C65457A-7	Ag Ni 				{ -1 }	(743+1)	[7479]	BC		 	824	ImDg	G4 V M7 V	I	9	84
Ley	0628	Danka	C574213-6	Lo 				{ -2 }	(411-5)	[1123]	B		 	320	ImDg	G5 V M2 V	I	13	2
Ley	0703	349-942	CAB786A-9	Fl 	Ph 		O:0705	{ 0 }	(E79+2)	[A87B]	Be		 	213	ImDg	G2 V	A	15	1,764
Ley	0704	Kremei	B423320-8	Lo Po 				{ -1 }	(A21-5)	[1213]	B		 	205	ImDg	G7 V	A	12	10
Ley	0705	Shaada Kur	B88A652-D	Ni Ri Wa 				{ 2 }	(B56-2)	[2819]	BC		 	803	ImDg	K6 V M6 V	A	12	264
Ley	0707	Liberty	E796442-7	Ni 	Pa 			{ -3 }	(631-5)	[1113]	Bc		 	613	ImDg	G2 V	A	15	9
Ley	0710	Integron	C5668BF-6	Ri 	Pa Ph 	Luri9		{ 0 }	(A77+5)	[D8AB]	BcCe		 	914	ImLu	K8 V	A	8	2,450
Ley	0713	Kidush	D410759-8	Na 	Pi 	Luri9		{ -2 }	(D66-1)	[8569]	BD		 	804	ImLu	M0 V M3 V M8 V	E	7	421
Ley	0714	Integrity	D589415-4	Ni 		LuriW		{ -3 }	(631-5)	[2132]	B		 	404	ImLu	M1 V M7 V M0 V	E	7	9
Ley	0715	Re	C682314-4	Lo 		LuriW		{ -2 }	(521-4)	[1132]	B		 	113	ImLu	K8 V M2 V M7 V	E	18	6
Ley	0717	Conway	B687553-7	Ag Ni Ga 	Pr 			{ 0 }	(744-3)	[2524]	BcC		 	413	ImDg	M1 V	E	10	78
Ley	0721	Fonnein	BA9A530-8	Ni Oc 			Px	{ -1 }	(A43-5)	[1413]	B		 	703	ImDg	M2 V M8 V	I	10	60
Ley	0722	Adukgin	B434434-A	Ni 				{ 1 }	(A34-1)	[2538]	B		 	904	ImDg	F4 V	I	10	108
Ley	0724	900-790	B9AA49B-9	Fl Ni 				{ 1 }	(634+3)	[657B]	B	NW	 	700	ImDg	M3 V	I	11	216
Ley	0726	DUGEMAA	E554A55-8	Hi 				{ -1 }	(C98-3)	[8936]	BE		 	800	ImDg	G3 V	I	12	605
Ley	0728	Caledonia	C201333-9	Ic Lo Va 				{ -1 }	(921-4)	[1226]	B		 	204	ImDg	M2 V M5 V	I	8	11
Ley	0729	Urchem	D430733-7	De Na Po 				{ -2 }	(966-5)	[4524]	B		 	213	ImDg	M3 V	I	7	162
Ley	0806	Khiir	D400200-7	Lo Va 				{ -3 }	(411-5)	[1112]	B		 	901	ImDg	K8 V	A	8	2
Ley	0810	Gashiddi	A000400-F	As Ni Va 		LuriW		{ 1 }	(C34-3)	[151A]	B		 	624	ImLu	M1 V	A	10	101
Ley	0811	Luur	C56478D-7	Ag Ri 		LuriW		{ 1 }	(969+5)	[B89B]	BC		 	700	ImLu	G7 V M2 V	E	12	2,430
Ley	0812	DARAMM	A76AA76-E	Hi Wa 	Cp 	(Luriani/Roryniar) 		{ 4 }	(E9G+3)	[9E4D]	BEF	NW	 	520	ImLu	K0 V	E	13	6,048
Ley	0813	Huagamm	B310889-C	Na 	Ph Pi 	LuriW		{ 2 }	(B7C+3)	[9A6D]	BDe		 	701	ImLu	F0 V	E	6	2,772
Ley	0815	SHIRSHAGI	B885972-C	Hi Ga 	Pr 	Luri9		{ 3 }	(F8E-1)	[5C18]	BcE		 	504	ImLu	M3 V	E	7	1,512
Ley	0817	409-704	A89A698-D	Ni Wa 		LuriW		{ 1 }	(E55+1)	[675D]	B		 	215	ImLu	G2 V	E	13	350
Ley	0819	Miip	E999542-5	Ni 	Da 	Ursa3 		{ -3 }	(741-5)	[1211]	B		A	500	ImDg	F4 V	E	10	14
Ley	0820	ALEF	X672978-5	He Hi In 	Fo 	Varg0 		{ 0 }	(B88+1)	[9955]			R	410	ImDg	K3 V	E	12	704
Ley	0824	Harukaze	A302753-F	Ic Na Va 	Pi 			{ 2 }	(96E-1)	[492C]	BD		 	200	ImDg	M2 V	I	6	680
Ley	0825	354-123	BAC5410-9	Fl Ni 				{ 0 }	(B33-4)	[1414]	B		 	805	ImDg	M0 V	I	9	59
Ley	0835	Gambler's Ruin	C564640-7	Ag Ni Ri 				{ 0 }	(854-4)	[1612]	BC		 	103	ImDg	G3 V	M	7	96
Ley	0903	Ler	C632536-6	Ni Po 				{ -2 }	(742-3)	[4345]	B		 	430	ImDg	K1 V M1 V	B	9	39
Ley	0905	Haze	A989331-A	Lo 				{ 1 }	(621-3)	[1416]	B		 	710	ImDg	G4 V M4 V	B	17	8
Ley	0906	Yrial Raa	E64A6AA-7	Ni Wa 				{ -3 }	(851-1)	[8379]	B		 	704	ImDg	K3 V	B	15	36
Ley	0908	Matsu	C424210-7	Lo 				{ -2 }	(411-5)	[1112]	B		 	905	ImDg	M0 V	B	8	2
Ley	0912	Tamandare	B427884-7		Ph Pi 	Luri9		{ 0 }	(A78-2)	[6835]	BDe		 	124	ImLu	G9 V M1 V	F	9	448
Ley	0914	Shi	E66A321-6	Lo Wa 		LuriW		{ -3 }	(521-5)	[1112]	B		 	600	ImLu	F5 V	F	10	5
Ley	0915	Sauma Forain	D664875-6	Ri 	Pa Ph 	Luri9		{ -1 }	(A76-3)	[6734]	BcCe	S	 	904	ImLu	F5 V	F	12	294
Ley	0917	Kha Amon	B553647-9	Ni Po 				{ 0 }	(C54+1)	[6659]	B	N	 	504	ImDg	F5 V	F	7	240
Ley	0921	SENTRY	B548ACB-D	Hi In 				{ 4 }	(D9G+5)	[CE7F]	BEf	N	 	410	ImDg	M2 V	J	8	9,360
Ley	0924	Magi	B573441-7	Ni 				{ -1 }	(632-5)	[1313]	B		 	414	ImDg	M3 V M9 V	J	11	18
Ley	0925	Barau Monac	A676543-C	Ag Ni 				{ 2 }	(B46-1)	[2729]	BC		 	304	ImDg	G7 V	J	12	238
Ley	0929	846-395	B9C7258-D	Fl Lo 				{ 1 }	(811+1)	[235D]	B		 	413	ImDg	K5 V	J	7	8
Ley	0933	Shangri La	A000755-D	As Na Va 	Pi 			{ 2 }	(C6D+1)	[593B]	BD	N	 	903	ImDg	M1 V M6 V	N	9	936
Ley	0938	Ethan's Rest	C957543-8	Ag Ni 				{ -1 }	(B43-4)	[2425]	BC		 	113	ImDg	K9 V M2 V	N	16	79
Ley	1002	DIDSHEP	A54599D-E	Hi In 				{ 4 }	(F8G+5)	[DD9J]	BEf		 	104	ImDg	M0 V	B	9	9,600
Ley	1004	Giann Osi	B586247-6	Lo 				{ -1 }	(411-1)	[2156]	B		 	804	ImDg	K5 V	B	11	4
Ley	1005	Saviin	B52548D-C	Ni 				{ 1 }	(A34+5)	[859G]	B		 	822	ImDg	M1 V	B	8	600
Ley	1010	Akkaad	D576235-5	Lo 	Fo 	LuriW		{ -3 }	(411-5)	[1133]			R	500	ImLu	G9 V M4 V	B	13	2
Ley	1014	LAKAM	B554989-9	Hi 		Luri9		{ 2 }	(J8C+3)	[AB6A]	BE		 	634	ImLu	G4 V	F	10	5,184
Ley	1016	Ayarynea	C8C3536-9	Fl Ni 		LuriW		{ -1 }	(743-2)	[4448]	B		 	800	ImLu	F0 IV M6 V	F	12	67
Ley	1018	Bashtu	E668400-3	Ni 	Pa 			{ -3 }	(631-5)	[1111]	Bc		 	224	ImDg	F9 V M0 V	F	9	9
Ley	1021	Liar's Oath	C4247A7-7		Pi 			{ -1 }	(967-1)	[7657]	BD		 	602	ImDg	M4 V	J	9	340
Ley	1023	SHANAPE	B4379BD-D	Hi 				{ 4 }	(G8G+5)	[DD9H]	BEf	NW	 	214	ImDg	M2 V	J	12	10,240
Ley	1024	182-466	B677657-B	Ag Ni 				{ 2 }	(D56+2)	[685B]	BC		 	423	ImDg	F3 V	J	15	780
Ley	1025	Charlet	B576320-9	Lo 				{ 0 }	(521-4)	[1314]	B		 	800	ImDg	F7 V	J	12	6
Ley	1033	Gash	A635779-A					{ 2 }	(C6B+3)	[896B]	B		 	903	ImDg	M2 V M2 V	N	6	2,376
Ley	1039	Great Ocean	C96A377-7	Lo Wa 				{ -2 }	(521-2)	[3157]	B		 	704	ImDg	M2 V M2 V	N	12	8
Ley	1107	Aevan	C7988DG-5		Pa Ph Pi Pz 			{ -1 }	(A76+4)	[D7AA]	BcDe		A	804	ImDg	F8 V M4 V	B	8	1,680
Ley	1110	ARUM	D8589CC-8	Hi 		Luri9		{ -1 }	(E88+2)	[C88B]	BE		 	321	ImLu	K0 V M1 V M7 V	B	15	1,792
Ley	1113	Isk	CA878C7-3	Ri 	Pa Ph 	Luri9		{ 0 }	(A76+1)	[8853]	BcCe		 	123	ImLu	K0 V	F	9	420
Ley	1115	Ibix	C563567-9	Ni 	Pr 	LuriW	O:1315	{ -1 }	(A43-1)	[5459]	Bc		 	703	ImLu	G1 V	F	13	108
Ley	1117	Triton	B100338-9	Lo Va 		LuriW		{ 0 }	(721+1)	[3359]	B		 	311	ImLu	K6 V M5 V M9 V	F	6	14
Ley	1123	Grunwald	C553642-8	Ni Po 				{ -2 }	(C52-5)	[2414]	B		 	904	ImDg	K2 V	J	9	60
Ley	1128	Avatar	E642402-7	He Ni Po 				{ -3 }	(631-5)	[1113]	B		 	304	ImDg	K0 V	J	7	9
Ley	1130	BLUE	E434AB9-8	Hi 				{ -1 }	(F98+1)	[B969]	BE		 	703	ImDg	K2 V	J	11	1,080
Ley	1134	New Kurdistan	B540424-B	De He Ni Po 				{ 1 }	(934-1)	[2539]	B		 	903	ImDg	F7 V M9 V	N	10	97
Ley	1201	Saala Kis	B0007C9-9	As Na Va 	Pi 			{ 2 }	(A6B+3)	[896A]	BD	NS	 	710	ImDg	G7 V	B	6	1,980
Ley	1202	Iswaladan	A644664-B	Ag Ni 			O:1002	{ 2 }	(D56+1)	[4839]	BC		 	623	ImDg	G2 V	B	13	390
Ley	1203	Shaasi	C888120-7	Lo 				{ -2 }	(311-5)	[1112]	B		 	913	ImDg	M0 V	B	17	2
Ley	1205	911-851	E7B5615-8	Fl Ni 				{ -3 }	(D51-5)	[4336]	B		 	923	ImDg	K2 V M6 V	B	11	33
Ley	1209	Kashapkhi	C000845-7	As Na Va 	Ph Pi 	Luri9		{ -1 }	(A77-3)	[6735]	BDe		 	101	ImLu	F3 V	B	12	343
Ley	1210	DUKH	A6659CC-C	Hi Ga 	Cs Pr 	Luri9		{ 4 }	(C8F+5)	[CD8F]	BcEFG	NW	 	210	ImLu	G1 V M5 V	B	9	7,200
Ley	1212	Mistletoe	C430630-9	De Na Ni Po 		LuriW		{ -1 }	(953-5)	[1514]	B		 	210	ImLu	M2 V M9 V	F	14	68
Ley	1213	New Batu	B87A878-A	Wa 	Ph Pi 	Luri9		{ 2 }	(E7B+2)	[8A5A]	BDe		 	204	ImLu	K6 V	F	15	2,156
Ley	1215	Gimram	E54269C-5	He Ni Po 		LuriW		{ -3 }	(851+1)	[9388]	B		 	100	ImLu	M3 V M5 V	F	14	40
Ley	1216	Horner	E857441-2	Ni Ga 	Pa 	LuriW		{ -3 }	(631-5)	[1111]	Bc		 	202	ImLu	G9 V	F	11	9
Ley	1217	Sashi	A413541-E	Ic Ni 		LuriW		{ 1 }	(C45-3)	[161A]	B		 	914	ImLu	M2 V	F	17	168
Ley	1218	Diagidt	B67A876-8	Wa 	Ph Pi 	Luri9		{ 0 }	(E78-1)	[7847]	BDe		 	513	ImLu	F1 V	F	14	706
Ley	1222	Kukelu	C572688-7	He Ni 				{ -2 }	(852-2)	[6457]	B		 	304	ImDg	G7 V	J	7	64
Ley	1223	Shanim	B553556-B	Ni Po 				{ 1 }	(A45+1)	[464A]	B		 	103	ImDg	G1 V M8 V	J	10	200
Ley	1228	NUNDISHAAG	A300A99-D	Hi In Na Va 	Cp 			{ 4 }	(C9G+5)	[BE6E]	BEF		 	700	ImDg	K3 V	J	11	8,640
Ley	1230	Akerm	A662677-A	Ni Ri 				{ 2 }	(C56+2)	[685A]	BC		 	213	ImDg	M1 V M9 V	J	8	720
Ley	1231	Lirshe	B202647-A	Ic Na Ni Va 				{ 1 }	(B55+1)	[675A]	B		 	203	ImDg	G0 V	N	9	275
Ley	1235	KIIKKEDIR	B86898A-A	Hi 	Pr 			{ 3 }	(H8D+5)	[BC7C]	BcE		 	915	ImDg	K8 V	N	13	8,840
Ley	1237	Kiliinemi	C52368C-7	Na Ni Po 				{ -2 }	(852+1)	[948A]	B		 	304	ImDg	M2 V M0 V	N	8	80
Ley	1301	Kikir Saana	E1006B9-8	Na Ni Va 				{ -3 }	(851-2)	[7369]	B		 	100	ImDg	M2 V	B	6	32
Ley	1304	Ishkad	C754776-3	Ag 		Droy4 		{ 0 }	(966-1)	[6742]	BC		 	220	ImDg	M2 V	B	14	292
Ley	1305	Desaa	D423323-7	Lo Po 				{ -3 }	(521-5)	[1124]	B		 	204	ImDg	M3 V	B	12	5
Ley	1306	Armaghigi	E000435-8	As Ni Va 				{ -3 }	(731-5)	[2136]	B		 	310	ImDg	M3 V	B	5	11
Ley	1311	Girmaha	C785362-7	Lo Ga 		LuriW	O:1210	{ -2 }	(521-5)	[1113]	B		 	704	ImLu	K7 V	F	9	5
Ley	1313	Intiaura	B9B8533-C	Fl Ni 		LuriW		{ 1 }	(B45-2)	[2629]	B		 	713	ImLu	M1 V M6 V	F	8	176
Ley	1314	Luan	C302653-7	Ic Na Ni Va 		LuriW		{ -2 }	(852-5)	[3424]	B	S	 	813	ImLu	M2 V M3 V	F	13	40
Ley	1315	SARUN	B400953-F	Hi In Na Va 	Cp 	Luri9		{ 4 }	(H8G+1)	[6D2C]	BEF		 	233	ImLu	F5 V M1 V	F	9	2,176
Ley	1317	Shikun Lake	D438645-6	Ni 				{ -3 }	(851-5)	[4334]	B		 	912	ImDg	M3 V	F	7	20
Ley	1332	Hadaskilid	E774621-5	Ag Ni 				{ -2 }	(852-5)	[2411]	BC		 	322	ImDg	K4 V M6 V	N	13	40
Ley	1334	Baakh	A588758-D	Ag Ri 				{ 4 }	(E6F+4)	[7B5D]	BCf		 	805	ImDg	F6 V	N	9	5,040
Ley	1339	Umu Harat	C684423-9	Ni 	Pa 			{ -1 }	(C32-4)	[1326]	Bc		 	524	ImDg	G1 V M6 V M9 V	N	10	43
Ley	1401	947-394	E89A420-5	Ni Wa 				{ -3 }	(631-5)	[1111]	B		 	403	ImDg	G0 V	B	11	9
Ley	1404	Dimme	X786852-2	Ga Ri 	Pa Ph Fo 			{ -1 }	(A74-5)	[4711]			R	923	ImDg	F8 V M3 V	B	8	140
Ley	1405	277-542	C776474-9	Ni 	Pa 			{ -1 }	(A32-3)	[2337]	Bc		 	504	ImDg	K2 V	B	13	42
Ley	1406	Kukugukhe	A654534-C	Ag Ni 				{ 2 }	(C46+1)	[373A]	BC	N	 	814	ImDg	F3 V	B	16	288
Ley	1413	Shah Moran	B310543-9	Ni 		LuriW		{ 0 }	(744-3)	[2526]	B		 	400	ImLu	G2 V	F	7	78
Ley	1415	Ushtar	B567685-8	Ag Ni Ri 		LuriW		{ 1 }	(A55-1)	[4736]	BC	N	 	502	ImLu	M3 V	F	15	225
Ley	1416	Gorshon	C423662-7	Na Ni Po 		LuriW	O:1315	{ -2 }	(852-5)	[2413]	B		 	201	ImLu	K2 V M7 V	F	13	40
Ley	1417	Urdilinu	C87A846-8	Wa 	Ph Pi 	Luri9		{ -1 }	(C77-2)	[7747]	BDe		 	602	ImLu	G0 V M3 V	F	12	470
Ley	1418	Iseda	AA9A513-A	Ni Oc 				{ 1 }	(A45-2)	[2627]	B	N	 	303	ImDg	M1 V M1 V	F	10	160
Ley	1420	Depot	A55356A-D	Ni Po 	Da 		Mr	{ 2 }	(746+4)	[777F]	B	D	A	100	ImDg	K1 V	F	12	672
