	Sector	Hex	Name	UWP	TC	Remarks	Sophonts 	Details	{Ix}	(Ex)	[Cx]	Nobility	Bases	Zone	PBG	Allegiance	Stars	s	SS	W	RU	Tech-Mod	St	S	A	H	P	G	L	T	P	B	G	St		Ag 	As 	Ba 	De 	Fl 	He 	Hi 	Ic 	In 	Lo 	Na 	Ni 	Oc 	Po 	Ga 	Ri 	Va 	Wa 	Pa 	Pi 	Pr 	Ph 	An 	Cp		Di 	Fo 	Pz 	Da 	B	c	C	D	e	E	f	F	G	Location	Scout ID	Stars	M1000 Names	M0 Names	Rule of Man Names	Ziru Sirka	Res	Lab	Inf	i	Eff	e	Importance	Homogeneity	Acceptance	Strangeness	Symbols	Population	Human?	Alien?	 Human 	 Non-Human 	Human Minor	Important	Noble				x	y
Milieu 0	Lish	2033	Kerip Ka.	D200000-A	Va 	Di 			{ -1 }	(501-2)	[1028]				300	ImDa	M2 V	1	P	11	0	5	4	2	0	0	0	0	0	10	3	0	0	D	3128																	Va 									Di 				B									Lish 6366	200-	M2 V	Ashpuud	Kerip Ka.	Kheshu	Kheshu	5	0	1	1	-2	-2	-1	1	0	2	8	 3.00 	 0.90 	0	 3 	 0 	0	-1						
Milieu 0	Lish	2036	Kerip Ka.	C584000-A		Di 			{ 0 }	(501-3)	[1028]				100	ImDa	K4 V M7 V	2	P	11	0	5	3	5	8	4	0	0	0	10	1	0	0	C	3148																										Di 				B									Lish 6386	584-	K4 V M7 V	Kazish	Kerip Ka.	Kheshu	Kheshu	5	0	1	1	-3	-3	+0	1	0	2	8	 1.00 	 0.10 	0	 0 	 1 	0	0						
Milieu 0	Lish	2037	Kir.	F876000-8		Di 			{ -3 }	(601-5)	[2028]				300	ImDa	G0 V	1	P	13	0	1	6	8	7	6	0	0	0	8	3	0	0	F	3151																										Di 				B									Lish 6389	876-	G0 V	Kimkhii	Kir.	Kishidi	Kiishididu	6	0	1	1	-5	-5	-3	2	0	2	8	 3.00 	 0.10 	0	 0 	 3 	0	-3						
Milieu 0	Lish	2038	Garga.	D563000-8		Di 			{ -3 }	(301-5)	[1028]				205	ImDa	K2 V	1	P	17	0	3	4	5	6	3	0	0	0	8	2	0	5	D	3218																										Di 				B									Lish 6456	563-	K2 V	Kimus	Garga.	Imashkiks	Irmashkikshi	3	0	1	1	-5	-5	-3	1	0	2	8	 2.00 	 0.10 	0	 0 	 2 	0	-3						
Milieu 0	Lish	2039	Lideip.	D432000-A	Po 	Di 			{ -1 }	(704-3)	[2028]				600	ImDa	M2 V	1	P	10	0	5	4	4	3	2	0	0	0	10	6	0	0	D	3247														Po 												Di 				B									Lish 6485	432-	M2 V	Imkaan	Lideip.	Akiish	Kakakiish	7	0	4	4	-3	-3	-1	2	0	2	8	 6.00 	 0.10 	0	 1 	 5 	0	-1						
Milieu 0	Lish	2040	Suuruunniim.	D540000-A	De He Po 	Di 			{ -1 }	(501+1)	[4028]				300	ImDa	G7 V M2 V	2	D	11	0	3	4	5	4	0	0	0	0	10	3	0	0	D	3266				De 		He 								Po 												Di 				B									Lish 6504	540-	G7 V M2 V	Gorval	Suuruunniim.	Krkhes	Kirkheshi	5	0	1	1	+1	1	-1	4	0	2	8	 3.00 	 0.10 	0	 0 	 3 	0	-1						
Milieu 0	Lish	2105	Gamegaa.	C546000-A		Di 			{ 0 }	(A04-2)	[1028]				122	ImDa	F7 V	1	H	7	0	6	3	5	4	6	0	0	0	10	1	2	2	C	3274																										Di 				B									Lish 6512	546-	F7 V	Gudukhar	Gamegaa.	Kukii	Kukii	A	0	4	4	-2	-2	+0	1	0	2	8	 1.00 	 0.10 	0	 0 	 1 	0	0						
Milieu 0	Lish	2106	Iru.	E655000-7	Ga 	Di 			{ -3 }	(501-5)	[1028]				700	ImDa	K7 V	1	P	10	0	1	5	6	5	5	0	0	0	7	7	0	0	E	3314															Ga 											Di 				B									Lish 6552	655-	K7 V	Gikiikha	Iru.	Alum	Ralum	5	0	1	1	-5	-5	-3	1	0	2	8	 7.00 	 0.10 	0	 1 	 6 	0	-3						
Milieu 0	Lish	2107	Maam Aam.	E669000-A		Di 			{ -1 }	(701-5)	[1028]				322	ImDa	G1 V	1	P	11	0	3	5	6	6	9	0	0	0	10	3	2	2	E	3320																										Di 				B									Lish 6558	669-	G1 V	Inshishesh	Maam Aam.	Idii	Niddii	7	0	1	1	-5	-5	-1	1	0	2	8	 3.00 	 0.10 	0	 0 	 3 	0	-1						
Milieu 0	Lish	2108	Khadluusa.	D200000-8	Va 	Di 			{ -3 }	(A03-1)	[5028]				803	ImDa	M2 V M4 V	2	P	8	0	5	4	2	0	0	0	0	0	8	8	0	3	D	3333																	Va 									Di 				B									Lish 6571	200-	M2 V M4 V	Nakhimov	Khadluusa.	Msgager	Masgagerpu	A	0	3	3	-1	-1	-3	5	0	2	8	 8.00 	 0.90 	0	 7 	 1 	0	-3						
Milieu 0	Lish	2109	Kishkiin Zaap.	D896000-8		Di 			{ -3 }	(401-2)	[2028]				104	ImDa	F5 V M5 V	2	P	13	0	3	4	8	9	6	0	0	0	8	1	0	4	D	3352																										Di 				B									Lish 6590	896-	F5 V M5 V	Gaakhu	Kishkiin Zaap.	Gusenusg	Guusenusgii	4	0	1	1	-2	-2	-3	2	0	2	8	 1.00 	 0.10 	0	 0 	 1 	0	-3						
Milieu 0	Lish	2111	Dismur Kad.	C565000-7		Di 			{ -2 }	(B04-2)	[3028]				204	ImDa	K7 V	1	P	11	0	5	3	5	6	5	0	0	0	7	2	0	4	C	3445																										Di 				B									Lish 6683	565-	K7 V	Kuursarda	Dismur Kad.	Aekharm	Agekharmuu	B	0	4	4	-2	-2	-2	3	0	2	8	 2.00 	 0.10 	0	 0 	 2 	0	-2						
Milieu 0	Lish	2112	Mibaimad.	D729000-8		Di 			{ -3 }	(601-5)	[1028]				320	ImDa	G0 V M6 V	2	D	11	0	5	4	7	2	9	0	0	0	8	3	2	0	D	3462																										Di 				B									Lish 6700	729-	G0 V M6 V	Larkadisum	Mibaimad.	Aamu	Kamu	6	0	1	1	-5	-5	-3	1	0	2	8	 3.00 	 0.10 	0	 0 	 3 	0	-3						
Milieu 0	Lish	2113	Kiir.	D310000-A		Di 			{ -1 }	(A04+1)	[6028]				720	ImDa	G1 V	1	D	7	0	4	4	3	1	0	0	0	0	10	7	2	0	D	3467																										Di 				B									Lish 6705	310-	G1 V	Rukaga	Kiir.	Reke	Arsimeke	A	0	4	4	+1	1	-1	6	0	2	8	 7.00 	 0.10 	0	 1 	 6 	0	-1						
Milieu 0	Lish	2119	Gaimzash.	C723000-8	Po 	Di 			{ -2 }	(901+1)	[1028]				505	ImDa	M1 V M7 V	2	P	10	0	7	3	7	2	3	0	0	0	8	5	0	5	C	3528														Po 												Di 				B									Lish 6766	723-	M1 V M7 V	Igikidamum	Gaimzash.	Udemm	Ugdemmikum	9	0	1	1	+1	1	-2	1	0	2	8	 5.00 	 0.10 	0	 1 	 5 	0	-2						
Milieu 0	Lish	2120	Kasiind Ig.	D658000-7		Di 			{ -3 }	(401-5)	[1028]				700	ImDa	K6 V M6 V	2	P	11	0	3	4	6	5	8	0	0	0	7	7	0	0	D	3538																										Di 				B									Lish 6776	658-	K6 V M6 V	Argalu	Kasiind Ig.	Seggaa	Eshseggaa	4	0	1	1	-5	-5	-3	1	0	2	8	 7.00 	 0.10 	0	 1 	 6 	0	-3						
Milieu 0	Lish	2122	Biimirkan.	E000000-A	As Va 	Di 			{ -1 }	(901-5)	[1028]				701	ImDa	M2 V K4 V	2	P	15	0	2	5	0	0	0	0	0	0	10	7	0	1	E	3602		As 															Va 									Di 				B									Lish 6840	000-	M2 V K4 V	Darkling	Biimirkan.	Adamishkhin	Kadamishkhin	9	0	1	1	-5	-5	-1	1	0	2	8	 7.00 	 0.90 	0	 6 	 1 	0	-1						
Milieu 0	Lish	2124	Khalish.	C300000-9	Va 	Di 			{ -1 }	(805-2)	[2028]				201	ImDa	M3 V	1	P	9	0	7	3	3	0	0	0	0	0	9	2	0	1	C	3631																	Va 									Di 				B									Lish 6869	300-	M3 V	Ingerka	Khalish.	Aunkigla	Pagunkigla	8	0	5	5	-2	-2	-1	2	0	2	8	 2.00 	 0.90 	0	 2 	 0 	0	-1						
Milieu 0	Lish	2126	Kabesh	D567000-A		Di 			{ -1 }	(801-5)	[1028]				104	ImDa	K2 V M7 V	2	P	13	0	3	4	5	6	7	0	0	0	10	1	0	4	D	3648																										Di 				B									Lish 6886	567-	K2 V M7 V	Eshashla	Kabesh	Dpushlik	Dipushlikuus	8	0	1	1	-5	-5	-1	1	0	2	8	 1.00 	 0.10 	0	 0 	 1 	0	-1						
Milieu 0	Lish	2127	Giii Guu.	D541000-7	He Po 	Di 			{ -3 }	(702-4)	[3028]				600	ImDa	M0 V M5 V	2	D	9	0	3	4	5	4	1	0	0	0	7	6	0	0	D	3664						He 								Po 												Di 				B									Lish 6902	541-	M0 V M5 V	Adlashidu	Giii Guu.	Kkam	Akirkam	7	0	2	2	-4	-4	-3	3	0	2	8	 6.00 	 0.10 	0	 1 	 5 	0	-3						
Milieu 0	Lish	2129	Mirii.	F589000-A		Di 			{ -1 }	(C01-5)	[1028]				105	ImDa	M1 V	1	P	8	0	2	6	5	8	9	0	0	0	10	1	0	5	F	3735																										Di 				B									Lish 6973	589-	M1 V	Ikaardakha	Mirii.	Suumiidi	Shuumiidish	C	0	1	1	-5	-5	-1	1	0	2	8	 1.00 	 0.10 	0	 0 	 1 	0	-1						
Milieu 0	Lish	2133	Iinduugadar.	DAAA000-A	Fl 	Di 			{ -1 }	(A04-4)	[1028]				803	ImDa	M1 V M2 V	2	D	15	0	6	4	10	10	10	0	0	0	10	8	0	3	D	3763					Fl 																					Di 				B									Lish 7001	AAA-	M1 V M2 V	Iishinki	Iinduugadar.	Gegashgamsha	Egashgamsha	A	0	4	4	-4	-4	-1	1	0	2	8	 8.00 	 0.10 	0	 1 	 7 	0	-1						
Milieu 0	Lish	2140	Amup.	F525000-A		Di 			{ -1 }	(801-5)	[3028]				401	ImDa	M1 V M8 V	2	P	10	0	2	6	5	2	5	0	0	0	10	4	0	1	F	3902																										Di 				B									Lish 7140	525-	M1 V M8 V	Zasdikikur	Amup.	Uguddikhargii	Guddikhargii	8	0	1	1	-5	-5	-1	3	0	2	8	 4.00 	 0.10 	0	 0 	 4 	0	-1						
Milieu 0	Lish	2207	Kimuum.	B423000-A	Po 	Di 			{ 1 }	(905+2)	[7028]				210	ImDa	K4 V	1	P	10	0	8	2	4	2	3	0	0	0	10	2	1	0	B	3911														Po 												Di 				B									Lish 7149	423-	K4 V	Mibim	Kimuum.	Geshi	Geshi	9	0	5	5	+2	2	+1	7	0	2	8	 2.00 	 0.10 	0	 0 	 2 	1	1						
Milieu 0	Lish	2208	Enin An.	E400000-A	Va 	Di 			{ -1 }	(901-5)	[1028]				804	ImDa	G4 V M7 V	2	P	7	0	3	5	4	0	0	0	0	0	10	8	0	4	E	3921																	Va 									Di 				B									Lish 7159	400-	G4 V M7 V	Saguenay	Enin An.	Sikikis	Shikikishar	9	0	1	1	-5	-5	-1	1	0	2	8	 8.00 	 0.90 	0	 7 	 1 	0	-1						
Milieu 0	Lish	2209	Adimar.	D432000-8	Po 	Di 			{ -3 }	(B03-1)	[5028]				704	ImDa	K1 V	1	P	13	0	5	4	4	3	2	0	0	0	8	7	0	4	D	3958														Po 												Di 				B									Lish 7196	432-	K1 V	Miishkha	Adimar.	Rshmala	Irzashmala	B	0	3	3	-1	-1	-3	5	0	2	8	 7.00 	 0.10 	0	 1 	 6 	0	-3						
Milieu 0	Lish	2211	Maar Gidkuur.	F423000-A	Po 	Di 			{ -1 }	(401-5)	[1028]				701	ImDa	K8 V M2 V	2	D	11	0	4	6	4	2	3	0	0	0	10	7	0	1	F	3968														Po 												Di 				B									Lish 7206	423-	K8 V M2 V	Aashagaka	Maar Gidkuur.	Ahasha	Ashashashsi	4	0	1	1	-5	-5	-1	1	0	2	8	 7.00 	 0.10 	0	 1 	 6 	0	-1						
Milieu 0	Lish	2213	Khaam.	C656000-A	Ga 	Di 			{ 0 }	(706+1)	[3028]				200	ImDa	K4 V M1 V M9 V	3	L	9	0	5	3	6	5	6	0	0	0	10	2	0	0	C	3992															Ga 											Di 				B									Lish 7230	656-	K4 V M1 V M9 V	Mushu	Khaam.	Saamkala	Shaamkalaka	7	0	6	6	+1	1	+0	3	0	2	8	 2.00 	 0.10 	0	 0 	 2 	0	0						
Milieu 0	Lish	2216	Guush.	D654000-7		Di 			{ -3 }	(703-2)	[4028]				810	ImDa	K5 V M7 V	2	P	12	0	3	4	6	5	4	0	0	0	7	8	1	0	D	4050																										Di 				B									Lish 7288	654-	K5 V M7 V	Askisa	Guush.	Agana	Amganash	7	0	3	3	-2	-2	-3	4	0	2	8	 8.00 	 0.10 	0	 1 	 7 	0	-3						
Milieu 0	Lish	2220	Imir.	B587000-A		Di 			{ 1 }	(604+2)	[5028]				100	ImDa	M3 V	1	P	17	0	7	2	5	8	7	0	0	0	10	1	0	0	B	4056																										Di 				B									Lish 7294	587-	M3 V	Gaamkhi	Imir.	Hirbugakshi	Shirbugakshi	6	0	4	4	+2	2	+1	5	0	2	8	 1.00 	 0.10 	0	 0 	 1 	0	1						
Milieu 0	Lish	2222	Guushaag Ip.	D558000-7		Di 			{ -3 }	(401-5)	[1028]				800	ImDa	F8 V	1	P	6	0	3	4	5	5	8	0	0	0	7	8	0	0	D	4350																										Di 				B									Lish 7588	558-	F8 V	Irnunkash	Guushaag Ip.	Kuumugili	Kuumugili	4	0	1	1	-5	-5	-3	1	0	2	8	 8.00 	 0.10 	0	 1 	 7 	0	-3						
Milieu 0	Lish	2224	Girzuu.	D585000-A		Di 			{ -1 }	(701-4)	[1028]				603	ImDa	G5 V	1	P	13	0	4	4	5	8	5	0	0	0	10	6	0	3	D	4422																										Di 				B									Lish 7660	585-	G5 V	Mida	Girzuu.	Sunshal	Shunshalug	7	0	1	1	-4	-4	-1	1	0	2	8	 6.00 	 0.10 	0	 1 	 5 	0	-1						
Milieu 0	Lish	2226	Mamuur Uund.	E998000-A		Di 			{ -1 }	(802-5)	[3028]				200	ImDa	M2 V	1	P	9	0	0	5	9	9	8	0	0	0	10	2	0	0	E	4425																										Di 				B									Lish 7663	998-	M2 V	Pellor	Mamuur Uund.	Aaagugaggi	Raagugaggi	8	0	2	2	-5	-5	-1	3	0	2	8	 2.00 	 0.10 	0	 0 	 2 	0	-1						
Milieu 0	Lish	2228	Dirkuu Kuu.	D776000-8		Di 			{ -3 }	(601-5)	[1028]				222	ImDa	M0 V M2 V	2	P	9	0	3	4	7	7	6	0	0	0	8	2	2	2	D	4494																										Di 				B									Lish 7732	776-	M0 V M2 V	Kiluea	Dirkuu Kuu.	Dkashki	Dakashkiike	6	0	1	1	-5	-5	-3	1	0	2	8	 2.00 	 0.10 	0	 0 	 2 	0	-3						
Milieu 0	Lish	2232	Giiuurk	F510000-A		Di 			{ -1 }	(301-5)	[1028]				600	ImDa	M1 V M7 V	2	P	13	0	3	6	5	1	0	0	0	0	10	6	0	0	F	4496																										Di 				B									Lish 7734	510-	M1 V M7 V	Elishilur	Giiuurk	Kishunag	Kishunag	3	0	1	1	-5	-5	-1	1	0	2	8	 6.00 	 0.10 	0	 1 	 5 	0	-1						
Milieu 0	Lish	2235	Guuli Khuu.	C577000-9		Di 			{ -1 }	(601-3)	[1028]				821	ImDa	F5 V M4 V	2	P	12	0	6	3	5	7	7	0	0	0	9	8	2	1	C	4503																										Di 				B									Lish 7741	577-	F5 V M4 V	Dushe	Guuli Khuu.	Tidhweythoin	Zisdas	6	0	1	1	-3	-3	-1	1	0	2	8	 8.00 	 0.10 	0	 1 	 7 	0	-1						
Milieu 0	Lish	2236	Arkkhuur Iir.	F873000-8		Di 			{ -3 }	(601-5)	[1028]				003	ImDa	M2 V	1	P	12	0	1	6	8	7	3	0	0	0	8	0	0	3	F	4506																										Di 				B									Lish 7744	873-	M2 V	Zukurkha	Arkkhuur Iir.	Khurkidum	Khurkidum	6	0	1	1	-5	-5	-3	1	0	2	8	 -   	 0.10 	0	 -   	 -   	0	-3						
Milieu 0	Lish	2240	Merka.	B786000-7	Ga 	Di 			{ -1 }	(B06+1)	[3028]				204	ImDa	G9 V	1	P	10	0	7	2	7	8	6	0	0	0	7	2	0	4	B	4521															Ga 											Di 				B									Lish 7759	786-	G9 V	Akaalun	Merka.	Uudurzidsuu	Kudurzidsuu	B	0	6	6	+1	1	-1	3	0	2	8	 2.00 	 0.10 	0	 0 	 2 	0	-1						
Milieu 0	Lish	2306	Liirandle.	B550000-A	De Po 	Di 			{ 1 }	(701-3)	[1028]				113	ImDa	K9 V M7 V	2	H	8	0	8	2	5	5	0	0	0	0	10	1	1	3	B	4576				De 										Po 												Di 				B									Lish 7814	550-	K9 V M7 V	Uugmiir	Liirandle.	Hmikama	Shamikama	7	0	1	1	-3	-3	+1	1	0	2	8	 1.00 	 0.10 	0	 0 	 1 	0	1						
Milieu 0	Lish	2307	Vluragedkuu.	E689000-A		Di 			{ -1 }	(F02-3)	[5028]				134	ImDa	F9 V M3 V M0 V	3	P	14	0	2	5	6	8	9	0	0	0	10	1	3	4	E	4601																										Di 				B									Lish 7839	689-	F9 V M3 V M0 V	Ishala	Vluragedkuu.	Kshlu	Keshlumimmig	F	0	2	2	-3	-3	-1	5	0	2	8	 1.00 	 0.10 	0	 0 	 1 	0	-1						
Milieu 0	Lish	2309	Nazuu.	BAC8000-A	Fl 	Di 			{ 1 }	(904-3)	[1028]				812	ImDa	K2 V	1	P	15	0	8	2	10	12	8	0	0	0	10	8	1	2	B	4642					Fl 																					Di 				B									Lish 7880	AC8-	K2 V	Gekakar	Nazuu.	Odoillei	Murneshe	9	0	4	4	-3	-3	+1	1	0	2	8	 8.00 	 0.10 	0	 1 	 7 	0	1						
Milieu 0	Lish	2312	Kim.	F422000-9	He Po 	Di 			{ -2 }	(901-5)	[1028]				802	ImDa	M3 V M7 V	2	L	18	0	3	6	4	2	2	0	0	0	9	8	0	2	F	4986						He 								Po 												Di 				B									Lish 8224	422-	M3 V M7 V	Miikhaka	Kim.	Mrkhar	Mirkharkhaamesh	9	0	1	1	-5	-5	-2	1	0	2	8	 8.00 	 0.10 	0	 1 	 7 	0	-2						
Milieu 0	Lish	2313	Arpuukhamar.	D437000-8		Di 			{ -3 }	(803-4)	[3028]				400	ImDa	M2 V	1	P	14	0	5	4	4	3	7	0	0	0	8	4	0	0	D	5030																										Di 				B									Lish 8268	437-	M2 V	Alumgin	Arpuukhamar.	Adsusilu	Dadsusilu	8	0	3	3	-4	-4	-3	3	0	2	8	 4.00 	 0.10 	0	 0 	 4 	0	-3						
Milieu 0	Lish	2314	Agka.	D542000-A	He Po 	Di 			{ -1 }	(703-1)	[5028]				500	ImDa	K4 V	1	P	7	0	3	4	5	4	2	0	0	0	10	5	0	0	D	5048						He 								Po 												Di 				B									Lish 8286	542-	K4 V	Garnimamar	Agka.	Shubarki	Shubarki	7	0	3	3	-1	-1	-1	5	0	2	8	 5.00 	 0.10 	0	 1 	 5 	0	-1						
Milieu 0	Lish	2316	Lemishlar.	D000666-B	As Na Ni Va 				{ -1 }	(C5B-3)	[3528]				203	ImDa	M1 V M6 V	2	P	8	462	4	4	0	0	0	6	6	6	11	2	0	3	D	1		As 									Na 	Ni 					Va 													B									Lish 3239	000-	M1 V M6 V	Asli	Lemishlar.	Iikep	Kilikep	C	5	11	B	-3	-3	-1	3	5	2	8	 2,000,000.00 	 0.90 	0	 1,800,000 	 200,000 	0	-1						
Milieu 0	Lish	2320	Lemishlar.	C9C5699-A	Fl Ni 				{ 0 }	(E5C+4)	[9628]				814	ImDa	K1 V	1	P	8	3,360	5	3	9	12	5	6	9	9	10	8	1	4	C	199					Fl 							Ni 																		B									Lish 3437	9C5-	K1 V	Kiur	Lemishlar.	Iikep	Kilikep	E	5	12	C	+4	4	+0	9	6	2	8	 8,000,000.00 	 0.90 	0	 7,200,000 	 800,000 	0	0						
Milieu 0	Lish	2321	Khashar Erliir.	C655623-8	Ag Ni Ga 				{ -1 }	(959-2)	[4528]				600	ImDa	M0 V	1	P	7	324	4	3	6	5	5	6	2	3	8	6	0	0	C	1419	Ag 											Ni 			Ga 															B		C							Lish 4657	655-	M0 V	Ribunu	Khashar Erliir.	Akashda	Amkashdarziim	9	5	9	9	-2	-2	-1	4	5	2	8	 6,000,000.00 	 0.90 	0	 5,400,000 	 600,000 	0	-1						
Milieu 0	Lish	2326	Khisha.	C427663-8	Ni 				{ -2 }	(C5B+5)	[A428]				012	ImDa	M2 V	1	P	12	3,300	6	3	4	2	7	6	6	3	8	0	1	2	C	2034												Ni 																		B									Lish 5272	427-	M2 V	Amkash	Khisha.	Ninsizu	Insizu	C	5	11	B	+5	5	-2	A	4	2	8	 -   	 0.90 	0	 -   	 -   	0	-2						
Milieu 0	Lish	2329	Shuna	D421667-8	He Na Ni Po 				{ -3 }	(C57+1)	[9328]				303	ImDa	K3 V M6 V	2	P	9	420	4	4	4	2	1	6	6	7	8	3	0	3	D	4624						He 					Na 	Ni 		Po 																B									Lish 7862	421-	K3 V M6 V	Opnoz	Shuna	Ehalas	Ekhalaskar	C	5	7	7	+1	1	-3	9	3	2	8	 3,000,000.00 	 0.90 	0	 2,700,000 	 300,000 	0	-3						
Milieu 0	Lish	2333	Shuna	C00066A-B	As Na Ni Va 				{ 0 }	(C5D-1)	[4628]				203	ImDa	K3 V	1	P	9	702	7	3	0	0	0	6	6	10	11	2	0	3	C	1		As 									Na 	Ni 					Va 													B									Lish 3239	000-	K3 V	Parshi	Shuna	Ehalas	Ekhalaskar	C	5	13	D	-1	-1	+0	4	6	2	8	 2,000,000.00 	 0.90 	0	 1,800,000 	 200,000 	0	0						
Milieu 0	Lish	2336	Shuun	B411644-9	Ic Na Ni 				{ 0 }	(B5D+3)	[8628]				620	ImDa	M2 V	1	P	6	2,145	8	2	4	1	1	6	4	4	9	6	2	0	B	1								Ic 			Na 	Ni 																		B									Lish 3239	411-	M2 V	Kilikiir	Shuun	Iiisnirer	Iisnirer	B	5	13	D	+3	3	+0	8	6	2	8	 6,000,000.00 	 0.90 	0	 5,400,000 	 600,000 	0	0						
Milieu 0	Lish	2338	Shuun	B87A6B5-8	Ni Wa 				{ -1 }	(E5C+4)	[9528]				814	ImDa	G4 V	1	P	8	3,360	8	2	8	7	10	6	11	5	8	8	1	4	B	1												Ni 						Wa 												B									Lish 3239	87A-	G4 V	Popok	Shuun	Iiisnirer	Iisnirer	E	5	12	C	+4	4	-1	9	5	2	8	 8,000,000.00 	 0.90 	0	 7,200,000 	 800,000 	0	-1						
Milieu 0	Lish	2340	Shuun	D758677-7	Ag Ni 				{ -2 }	(957+1)	[7428]				400	ImDa	G3 V	1	P	6	315	3	4	7	5	8	6	7	7	7	4	0	0	D	1	Ag 											Ni 																		B		C							Lish 3239	758-	G3 V	Sima	Shuun	Iiisnirer	Iisnirer	9	5	7	7	+1	1	-2	7	4	2	8	 4,000,000.00 	 0.90 	0	 3,600,000 	 400,000 	0	-2						
Milieu 0	Lish	2406	Mapkha.	B0006A7-B	As Na Ni Va 				{ 1 }	(A5E-1)	[4728]				310	ImDa	F1 V	1	P	10	630	8	2	0	0	0	6	10	7	11	3	1	0	B	1647		As 									Na 	Ni 					Va 													B									Lish 4885	000-	F1 V	Silverring	Mapkha.	Hillirtreeyr	Aszi	A	5	14	E	-1	-1	+1	4	7	2	8	 3,000,000.00 	 0.90 	0	 2,700,000 	 300,000 	0	1						
Milieu 0	Lish	2407	Vliishuug.	F5656A5-8	Ag Ni Ri 				{ -1 }	(956+1)	[7528]				602	ImDa	K7 V	1	P	11	270	0	6	5	6	5	6	10	5	8	6	0	2	F	2926	Ag 											Ni 				Ri 														B		C							Lish 6164	565-	K7 V	Inader	Vliishuug.	Uuuki	Muuki	9	5	6	6	+1	1	-1	7	5	2	8	 6,000,000.00 	 0.90 	0	 5,400,000 	 600,000 	0	-1						
Milieu 0	Lish	2408	Bair.	F310646-A	Na Ni 				{ -1 }	(D56-3)	[6528]				004	ImDa	M2 V M6 V	2	H	13	273	2	6	3	1	0	6	4	6	10	0	0	4	F	2973											Na 	Ni 																		B									Lish 6211	310-	M2 V M6 V	Barapalok	Bair.	Hagupmun	Shagupmun	D	5	6	6	-3	-3	-1	6	5	2	8	 -   	 0.90 	0	 -   	 -   	0	-1						
Milieu 0	Lish	2409	Luuknu Naa.	B655667-A	Ag Ni Ga 				{ 2 }	(E5D-1)	[3828]				105	ImDa	M1 V M4 V	2	P	8	819	6	2	6	5	5	6	6	7	10	1	0	5	B	5042	Ag 											Ni 			Ga 															B		C							Lish 8280	655-	M1 V M4 V	Maneg Pha	Luuknu Naa.	Addanbirda	Addanbirda	E	5	13	D	-1	-1	+2	3	8	2	8	 1,000,000.00 	 0.90 	0	 900,000 	 100,000 	1	2						
Milieu 0	Lish	2410	Gishgi.	B300676-A	Na Ni Va 				{ 1 }	(95D+3)	[8728]				700	ImDa	K4 V	1	P	12	1,755	8	2	3	0	0	6	7	6	10	7	0	0	B	5129											Na 	Ni 					Va 													B									Lish 8367	300-	K4 V	Iksha	Gishgi.	Harbi	Shumdarbi	9	5	13	D	+3	3	+1	8	7	2	8	 7,000,000.00 	 0.90 	0	 6,300,000 	 700,000 	0	1						
Milieu 0	Lish	2411	Vliigkunnu.	C647626-9	Ag Ni 				{ 0 }	(C5B+2)	[7628]				603	ImDa	M0 V	1	D	6	1,320	4	3	6	4	7	6	2	6	9	6	0	3	C	5267	Ag 											Ni 																		B		C							Lish 8505	647-	M0 V	Nakhelishiir	Vliigkunnu.	Adin	Kasdin	C	5	11	B	+2	2	+0	7	6	2	8	 6,000,000.00 	 0.90 	0	 5,400,000 	 600,000 	0	0						
Milieu 0	Lish	2413	Arluu Ir.	C676647-A	Ag Ni 				{ 1 }	(D5C+1)	[5728]				822	ImDa	K4 V M2 V	2	P	15	780	4	3	6	7	6	6	4	7	10	8	2	2	C	5814	Ag 											Ni 																		B		C							Lish 9052	676-	K4 V M2 V	Larkarda	Arluu Ir.	Kakish	Akish	D	5	12	C	+1	1	+1	5	7	2	8	 8,000,000.00 	 0.90 	0	 7,200,000 	 800,000 	0	1						
Milieu 0	Lish	2415	Gaagii	B541656-9	He Ni Po 				{ 0 }	(C5C+2)	[7628]				703	ImDa	M0 V	1	P	7	1,440	6	2	5	4	1	6	5	6	9	7	0	3	B	1						He 						Ni 		Po 																B									Lish 3239	541-	M0 V	Sharasham	Gaagii	Iceaome	Gaagii	C	5	12	C	+2	2	+0	7	6	2	8	 7,000,000.00 	 0.90 	0	 6,300,000 	 700,000 	0	0						
Milieu 0	Lish	2417	Kenlirk Ir.	D200658-A	Na Ni Va 				{ -1 }	(F5A-1)	[5528]				124	ImDa	M0 V M1 V	2	P	14	675	4	4	2	0	0	6	5	8	10	1	2	4	D	1											Na 	Ni 					Va 													B									Lish 3239	200-	M0 V M1 V	Gegirur	Kenlirk Ir.	Lmgemiid	Lemgemiidin	F	5	10	A	-1	-1	-1	5	5	2	8	 1,000,000.00 	 0.90 	0	 900,000 	 100,000 	0	-1						
Milieu 0	Lish	2418	Shakam.	D1006A1-B	Na Ni Va 				{ -1 }	(D5B-3)	[2528]				704	ImDa	M2 V M4 V	2	P	13	501	4	4	1	0	0	6	10	1	11	7	0	4	D	450											Na 	Ni 					Va 													B									Lish 3688	100-	M2 V M4 V	Dimadkha	Shakam.	Kukkaku	Ukkaku	D	5	11	B	-3	-3	-1	2	5	2	8	 7,000,000.00 	 0.90 	0	 6,300,000 	 700,000 	0	-1						
